Date,Daytime,Ride_Name,Fast_Pass_Plus_Tickets,Total_Ticket_Sale_In_Last_Hour,Highest_Age_Group
2024-01-27,21:00:00,Buzz Lightyear's Space Ranger Spin,17,79,Child
2024-01-27,22:00:00,Buzz Lightyear's Space Ranger Spin,36,80,Senior
2024-01-27,09:00:00,Carousel of Progress,23,63,Senior
2024-01-27,10:00:00,Carousel of Progress,6,59,Adult
2024-01-27,11:00:00,Carousel of Progress,7,68,Teen
2024-01-27,12:00:00,Carousel of Progress,38,85,Adult
2024-01-27,13:00:00,Carousel of Progress,97,197,Adult
2024-01-27,14:00:00,Carousel of Progress,100,216,Senior
2024-01-27,15:00:00,Carousel of Progress,69,125,Child
2024-01-27,16:00:00,Carousel of Progress,134,267,Teen
2024-01-27,17:00:00,Carousel of Progress,93,210,Teen
2024-01-27,18:00:00,Carousel of Progress,82,205,Senior
2024-01-27,19:00:00,Carousel of Progress,87,202,Child
2024-01-27,20:00:00,Carousel of Progress,33,70,Adult
2024-01-27,21:00:00,Carousel of Progress,34,92,Adult
2024-01-27,22:00:00,Carousel of Progress,30,59,Child
2024-01-27,09:00:00,"Monsters, Inc. Laugh Floor",7,61,Child
2024-01-27,10:00:00,"Monsters, Inc. Laugh Floor",12,105,Adult
2024-01-27,11:00:00,"Monsters, Inc. Laugh Floor",27,66,Child
2024-01-27,12:00:00,"Monsters, Inc. Laugh Floor",12,92,Senior
2024-01-27,13:00:00,"Monsters, Inc. Laugh Floor",109,190,Senior
2024-01-27,14:00:00,"Monsters, Inc. Laugh Floor",89,284,Adult
2024-01-27,15:00:00,"Monsters, Inc. Laugh Floor",99,253,Adult
2024-01-27,16:00:00,"Monsters, Inc. Laugh Floor",61,126,Teen
2024-01-27,17:00:00,"Monsters, Inc. Laugh Floor",71,139,Senior
2024-01-27,18:00:00,"Monsters, Inc. Laugh Floor",90,157,Child
2024-01-27,19:00:00,"Monsters, Inc. Laugh Floor",108,189,Adult
2024-01-27,20:00:00,"Monsters, Inc. Laugh Floor",22,57,Teen
2024-01-27,21:00:00,"Monsters, Inc. Laugh Floor",43,77,Child
2024-01-27,22:00:00,"Monsters, Inc. Laugh Floor",33,88,Child
2024-01-27,09:00:00,Space Mountain,17,73,Adult
2024-01-27,10:00:00,Space Mountain,26,93,Child
2024-01-27,11:00:00,Space Mountain,11,73,Senior
2024-01-27,12:00:00,Space Mountain,9,58,Child
2024-01-27,13:00:00,Space Mountain,66,123,Teen
2024-01-27,14:00:00,Space Mountain,85,196,Senior
2024-01-27,15:00:00,Space Mountain,66,187,Adult
2024-01-27,16:00:00,Space Mountain,95,179,Adult
2024-01-27,17:00:00,Space Mountain,179,298,Child
2024-01-27,18:00:00,Space Mountain,39,113,Teen
2024-01-27,19:00:00,Space Mountain,144,293,Child
2024-01-27,20:00:00,Space Mountain,24,93,Adult
2024-01-27,21:00:00,Space Mountain,37,78,Senior
2024-01-27,22:00:00,Space Mountain,43,88,Senior
2024-01-27,09:00:00,Stitch's Great Escape! (Seasonal),16,84,Child
2024-01-27,10:00:00,Stitch's Great Escape! (Seasonal),31,94,Child
2024-01-27,11:00:00,Stitch's Great Escape! (Seasonal),37,86,Senior
2024-01-27,12:00:00,Stitch's Great Escape! (Seasonal),29,117,Child
2024-01-27,13:00:00,Stitch's Great Escape! (Seasonal),66,156,Child
2024-01-27,14:00:00,Stitch's Great Escape! (Seasonal),37,101,Adult
2024-01-27,15:00:00,Stitch's Great Escape! (Seasonal),84,154,Teen
2024-01-27,16:00:00,Stitch's Great Escape! (Seasonal),113,295,Adult
2024-01-27,17:00:00,Stitch's Great Escape! (Seasonal),61,183,Child
2024-01-27,18:00:00,Stitch's Great Escape! (Seasonal),121,227,Senior
2024-01-27,19:00:00,Stitch's Great Escape! (Seasonal),49,144,Senior
2024-01-27,20:00:00,Stitch's Great Escape! (Seasonal),29,84,Adult
2024-01-27,21:00:00,Stitch's Great Escape! (Seasonal),25,54,Child
2024-01-27,22:00:00,Stitch's Great Escape! (Seasonal),17,77,Senior
2024-01-27,09:00:00,Tomorrowland Speedway,15,59,Senior
2024-01-27,10:00:00,Tomorrowland Speedway,46,101,Senior
2024-01-27,11:00:00,Tomorrowland Speedway,11,87,Senior
2024-01-27,12:00:00,Tomorrowland Speedway,13,52,Teen
2024-01-27,13:00:00,Tomorrowland Speedway,114,258,Adult
2024-01-27,14:00:00,Tomorrowland Speedway,53,122,Child
2024-01-27,15:00:00,Tomorrowland Speedway,70,162,Senior
2024-01-27,16:00:00,Tomorrowland Speedway,75,234,Senior
2024-01-27,17:00:00,Tomorrowland Speedway,95,179,Adult
2024-01-27,18:00:00,Tomorrowland Speedway,63,156,Teen
2024-01-27,19:00:00,Tomorrowland Speedway,55,119,Child
2024-01-27,20:00:00,Tomorrowland Speedway,44,83,Teen
2024-01-27,21:00:00,Tomorrowland Speedway,42,99,Adult
2024-01-27,22:00:00,Tomorrowland Speedway,28,96,Teen
2024-01-27,09:00:00,Tomorrowland Transit Authority,9,63,Adult
2024-01-27,10:00:00,Tomorrowland Transit Authority,12,75,Teen
2024-01-27,11:00:00,Tomorrowland Transit Authority,10,59,Senior
2024-01-27,12:00:00,Tomorrowland Transit Authority,45,109,Senior
2024-01-27,13:00:00,Tomorrowland Transit Authority,162,274,Adult
2024-01-27,14:00:00,Tomorrowland Transit Authority,104,260,Teen
2024-01-27,15:00:00,Tomorrowland Transit Authority,68,212,Senior
2024-01-27,16:00:00,Tomorrowland Transit Authority,107,213,Adult
2024-01-27,17:00:00,Tomorrowland Transit Authority,82,170,Child
2024-01-27,18:00:00,Tomorrowland Transit Authority,88,190,Child
2024-01-27,19:00:00,Tomorrowland Transit Authority,79,179,Senior
2024-01-27,20:00:00,Tomorrowland Transit Authority,12,52,Adult
2024-01-27,21:00:00,Tomorrowland Transit Authority,17,68,Child
2024-01-27,22:00:00,Tomorrowland Transit Authority,47,89,Senior
2024-01-27,09:00:00,TRON Lightcycle Power Run Rollercoaster,46,109,Child
2024-01-27,10:00:00,TRON Lightcycle Power Run Rollercoaster,44,107,Teen
2024-01-27,11:00:00,TRON Lightcycle Power Run Rollercoaster,40,91,Senior
2024-01-27,12:00:00,TRON Lightcycle Power Run Rollercoaster,16,114,Child
2024-01-27,13:00:00,TRON Lightcycle Power Run Rollercoaster,71,215,Adult
2024-01-27,14:00:00,TRON Lightcycle Power Run Rollercoaster,91,282,Teen
2024-01-27,15:00:00,TRON Lightcycle Power Run Rollercoaster,41,110,Senior
2024-01-27,16:00:00,TRON Lightcycle Power Run Rollercoaster,98,212,Teen
2024-01-27,17:00:00,TRON Lightcycle Power Run Rollercoaster,80,193,Adult
2024-01-27,18:00:00,TRON Lightcycle Power Run Rollercoaster,86,199,Adult
2024-01-27,19:00:00,TRON Lightcycle Power Run Rollercoaster,134,273,Child
2024-01-27,20:00:00,TRON Lightcycle Power Run Rollercoaster,41,100,Child
2024-01-27,21:00:00,TRON Lightcycle Power Run Rollercoaster,19,71,Senior
2024-01-27,22:00:00,TRON Lightcycle Power Run Rollercoaster,25,68,Teen
2024-01-26,09:00:00,Enchanted Tiki Room,10,92,Teen
2024-01-26,10:00:00,Enchanted Tiki Room,23,94,Senior
2024-01-26,11:00:00,Enchanted Tiki Room,29,66,Child
2024-01-26,12:00:00,Enchanted Tiki Room,36,89,Senior
2024-01-26,13:00:00,Enchanted Tiki Room,146,264,Adult
2024-01-26,14:00:00,Enchanted Tiki Room,68,132,Child
2024-01-26,15:00:00,Enchanted Tiki Room,136,265,Senior
2024-01-26,16:00:00,Enchanted Tiki Room,95,230,Child
2024-01-26,17:00:00,Enchanted Tiki Room,75,192,Teen
2024-01-26,18:00:00,Enchanted Tiki Room,62,154,Senior
2024-01-26,19:00:00,Enchanted Tiki Room,56,149,Teen
2024-01-26,20:00:00,Enchanted Tiki Room,15,59,Adult
2024-01-26,21:00:00,Enchanted Tiki Room,26,100,Child
2024-01-26,22:00:00,Enchanted Tiki Room,38,92,Teen
2024-01-26,09:00:00,Jungle Cruise,14,98,Teen
2024-01-26,10:00:00,Jungle Cruise,33,73,Teen
2024-01-26,11:00:00,Jungle Cruise,8,106,Senior
2024-01-26,12:00:00,Jungle Cruise,20,96,Senior
2024-01-26,13:00:00,Jungle Cruise,100,256,Senior
2024-01-26,14:00:00,Jungle Cruise,75,159,Teen
2024-01-26,15:00:00,Jungle Cruise,108,179,Senior
2024-01-26,16:00:00,Jungle Cruise,62,149,Senior
2024-01-26,17:00:00,Jungle Cruise,118,218,Adult
2024-01-26,18:00:00,Jungle Cruise,126,299,Senior
2024-01-26,19:00:00,Jungle Cruise,79,141,Teen
2024-01-26,20:00:00,Jungle Cruise,25,88,Adult
2024-01-26,21:00:00,Jungle Cruise,27,53,Adult
2024-01-26,22:00:00,Jungle Cruise,23,85,Child
2024-01-26,09:00:00,The Magic Carpets of Aladdin,9,86,Teen
2024-01-26,10:00:00,The Magic Carpets of Aladdin,28,84,Teen
2024-01-26,11:00:00,The Magic Carpets of Aladdin,11,105,Teen
2024-01-26,12:00:00,The Magic Carpets of Aladdin,29,107,Child
2024-01-26,13:00:00,The Magic Carpets of Aladdin,64,206,Senior
2024-01-26,14:00:00,The Magic Carpets of Aladdin,94,228,Teen
2024-01-26,15:00:00,The Magic Carpets of Aladdin,64,198,Adult
2024-01-26,16:00:00,The Magic Carpets of Aladdin,48,157,Adult
2024-01-26,17:00:00,The Magic Carpets of Aladdin,70,125,Adult
2024-01-26,18:00:00,The Magic Carpets of Aladdin,47,137,Child
2024-01-26,19:00:00,The Magic Carpets of Aladdin,103,173,Senior
2024-01-26,20:00:00,The Magic Carpets of Aladdin,27,94,Senior
2024-01-26,21:00:00,The Magic Carpets of Aladdin,16,78,Child
2024-01-26,22:00:00,The Magic Carpets of Aladdin,19,51,Teen
2024-01-26,09:00:00,Pirates of the Caribbean,28,69,Senior
2024-01-26,10:00:00,Pirates of the Caribbean,15,64,Teen
2024-01-26,11:00:00,Pirates of the Caribbean,11,88,Child
2024-01-26,12:00:00,Pirates of the Caribbean,25,80,Senior
2024-01-26,13:00:00,Pirates of the Caribbean,39,116,Senior
2024-01-26,14:00:00,Pirates of the Caribbean,119,252,Child
2024-01-26,15:00:00,Pirates of the Caribbean,121,261,Teen
2024-01-26,16:00:00,Pirates of the Caribbean,97,283,Adult
2024-01-26,17:00:00,Pirates of the Caribbean,63,209,Adult
2024-01-26,18:00:00,Pirates of the Caribbean,78,161,Senior
2024-01-26,19:00:00,Pirates of the Caribbean,75,147,Child
2024-01-26,20:00:00,Pirates of the Caribbean,36,83,Child
2024-01-26,21:00:00,Pirates of the Caribbean,45,83,Child
2024-01-26,22:00:00,Pirates of the Caribbean,37,74,Child
2024-01-26,09:00:00,Swiss Family Treehouse,28,99,Adult
2024-01-26,10:00:00,Swiss Family Treehouse,15,52,Child
2024-01-26,11:00:00,Swiss Family Treehouse,19,94,Child
2024-01-26,12:00:00,Swiss Family Treehouse,12,92,Child
2024-01-26,13:00:00,Swiss Family Treehouse,90,190,Adult
2024-01-26,14:00:00,Swiss Family Treehouse,93,264,Senior
2024-01-26,15:00:00,Swiss Family Treehouse,126,278,Teen
2024-01-26,16:00:00,Swiss Family Treehouse,43,134,Senior
2024-01-26,17:00:00,Swiss Family Treehouse,43,109,Teen
2024-01-26,18:00:00,Swiss Family Treehouse,62,111,Teen
2024-01-26,19:00:00,Swiss Family Treehouse,44,110,Adult
2024-01-26,20:00:00,Swiss Family Treehouse,37,82,Senior
2024-01-26,21:00:00,Swiss Family Treehouse,15,66,Teen
2024-01-26,22:00:00,Swiss Family Treehouse,29,68,Child
2024-01-26,09:00:00,Fantasyland,21,92,Child
2024-01-26,10:00:00,Fantasyland,32,97,Senior
2024-01-26,11:00:00,Fantasyland,31,106,Adult
2024-01-26,12:00:00,Fantasyland,27,73,Senior
2024-01-26,13:00:00,Fantasyland,115,194,Adult
2024-01-26,14:00:00,Fantasyland,65,121,Senior
2024-01-26,15:00:00,Fantasyland,52,120,Teen
2024-01-26,16:00:00,Fantasyland,94,239,Adult
2024-01-26,17:00:00,Fantasyland,41,126,Adult
2024-01-26,18:00:00,Fantasyland,105,269,Adult
2024-01-26,19:00:00,Fantasyland,105,214,Senior
2024-01-26,20:00:00,Fantasyland,29,60,Adult
2024-01-26,21:00:00,Fantasyland,18,78,Adult
2024-01-26,22:00:00,Fantasyland,42,89,Adult
2024-01-26,09:00:00,The Barnstormer,6,57,Senior
2024-01-26,10:00:00,The Barnstormer,36,96,Teen
2024-01-26,11:00:00,The Barnstormer,8,53,Senior
2024-01-26,12:00:00,The Barnstormer,8,54,Child
2024-01-26,13:00:00,The Barnstormer,87,160,Adult
2024-01-26,14:00:00,The Barnstormer,81,192,Child
2024-01-26,15:00:00,The Barnstormer,87,254,Senior
2024-01-26,16:00:00,The Barnstormer,80,194,Senior
2024-01-26,17:00:00,The Barnstormer,95,295,Teen
2024-01-26,18:00:00,The Barnstormer,97,235,Senior
2024-01-26,19:00:00,The Barnstormer,90,180,Adult
2024-01-26,20:00:00,The Barnstormer,18,65,Child
2024-01-26,21:00:00,The Barnstormer,31,97,Senior
2024-01-26,22:00:00,The Barnstormer,37,83,Child
2024-01-26,09:00:00,Dumbo the Flying Elephant,18,83,Senior
2024-01-26,10:00:00,Dumbo the Flying Elephant,34,77,Adult
2024-01-26,11:00:00,Dumbo the Flying Elephant,20,112,Child
2024-01-26,12:00:00,Dumbo the Flying Elephant,7,67,Senior
2024-01-26,13:00:00,Dumbo the Flying Elephant,84,144,Senior
2024-01-26,14:00:00,Dumbo the Flying Elephant,68,122,Adult
2024-01-26,15:00:00,Dumbo the Flying Elephant,111,270,Child
2024-01-26,16:00:00,Dumbo the Flying Elephant,113,240,Adult
2024-01-26,17:00:00,Dumbo the Flying Elephant,101,176,Teen
2024-01-26,18:00:00,Dumbo the Flying Elephant,147,282,Teen
2024-01-26,19:00:00,Dumbo the Flying Elephant,89,192,Teen
2024-01-26,20:00:00,Dumbo the Flying Elephant,19,57,Teen
2024-01-26,21:00:00,Dumbo the Flying Elephant,34,65,Child
2024-01-26,22:00:00,Dumbo the Flying Elephant,41,73,Adult
2024-01-26,09:00:00,Enchanted Tales with Belle,44,109,Teen
2024-01-26,10:00:00,Enchanted Tales with Belle,6,61,Adult
2024-01-26,11:00:00,Enchanted Tales with Belle,35,100,Senior
2024-01-26,12:00:00,Enchanted Tales with Belle,42,102,Child
2024-01-26,13:00:00,Enchanted Tales with Belle,53,132,Child
2024-01-26,14:00:00,Enchanted Tales with Belle,95,215,Adult
2024-01-26,15:00:00,Enchanted Tales with Belle,77,132,Teen
2024-01-26,16:00:00,Enchanted Tales with Belle,178,296,Teen
2024-01-26,17:00:00,Enchanted Tales with Belle,97,210,Child
2024-01-26,18:00:00,Enchanted Tales with Belle,61,131,Teen
2024-01-26,19:00:00,Enchanted Tales with Belle,62,177,Teen
2024-01-26,20:00:00,Enchanted Tales with Belle,24,70,Adult
2024-01-26,21:00:00,Enchanted Tales with Belle,32,83,Child
2024-01-26,22:00:00,Enchanted Tales with Belle,22,66,Adult
2024-01-26,09:00:00,it's a small world,30,66,Adult
2024-01-26,10:00:00,it's a small world,12,118,Teen
2024-01-26,11:00:00,it's a small world,11,69,Adult
2024-01-26,12:00:00,it's a small world,4,55,Child
2024-01-26,13:00:00,it's a small world,67,111,Adult
2024-01-26,14:00:00,it's a small world,96,266,Senior
2024-01-26,15:00:00,it's a small world,129,258,Child
2024-01-26,16:00:00,it's a small world,132,227,Adult
2024-01-26,17:00:00,it's a small world,159,264,Adult
2024-01-26,18:00:00,it's a small world,83,223,Senior
2024-01-26,19:00:00,it's a small world,78,176,Child
2024-01-26,20:00:00,it's a small world,22,94,Teen
2024-01-26,21:00:00,it's a small world,36,78,Senior
2024-01-26,22:00:00,it's a small world,27,79,Adult
2024-01-26,09:00:00,Mad Tea Party,17,68,Adult
2024-01-26,10:00:00,Mad Tea Party,29,94,Teen
2024-01-26,11:00:00,Mad Tea Party,36,97,Child
2024-01-26,12:00:00,Mad Tea Party,18,90,Senior
2024-01-26,13:00:00,Mad Tea Party,50,131,Senior
2024-01-26,14:00:00,Mad Tea Party,56,163,Child
2024-01-26,15:00:00,Mad Tea Party,44,112,Senior
2024-01-26,16:00:00,Mad Tea Party,111,257,Teen
2024-01-26,17:00:00,Mad Tea Party,79,140,Adult
2024-01-26,18:00:00,Mad Tea Party,131,247,Adult
2024-01-26,19:00:00,Mad Tea Party,80,148,Teen
2024-01-26,20:00:00,Mad Tea Party,43,81,Senior
2024-01-26,21:00:00,Mad Tea Party,32,81,Senior
2024-01-26,22:00:00,Mad Tea Party,13,51,Senior
2024-01-26,09:00:00,Mickey's PhilharMagic,39,114,Teen
2024-01-26,10:00:00,Mickey's PhilharMagic,33,77,Adult
2024-01-26,11:00:00,Mickey's PhilharMagic,5,56,Adult
2024-01-26,12:00:00,Mickey's PhilharMagic,49,113,Senior
2024-01-26,13:00:00,Mickey's PhilharMagic,82,173,Child
2024-01-26,14:00:00,Mickey's PhilharMagic,55,127,Teen
2024-01-26,15:00:00,Mickey's PhilharMagic,89,167,Adult
2024-01-26,16:00:00,Mickey's PhilharMagic,124,295,Adult
2024-01-26,17:00:00,Mickey's PhilharMagic,47,111,Child
2024-01-26,18:00:00,Mickey's PhilharMagic,116,245,Teen
2024-01-26,19:00:00,Mickey's PhilharMagic,91,192,Adult
2024-01-26,20:00:00,Mickey's PhilharMagic,24,54,Senior
2024-01-26,21:00:00,Mickey's PhilharMagic,54,98,Adult
2024-01-26,22:00:00,Mickey's PhilharMagic,25,89,Teen
2024-01-26,09:00:00,The Many Adventures of Winnie the Pooh,19,62,Adult
2024-01-26,10:00:00,The Many Adventures of Winnie the Pooh,38,93,Adult
2024-01-26,11:00:00,The Many Adventures of Winnie the Pooh,12,68,Senior
2024-01-26,12:00:00,The Many Adventures of Winnie the Pooh,8,114,Child
2024-01-26,13:00:00,The Many Adventures of Winnie the Pooh,38,109,Adult
2024-01-26,14:00:00,The Many Adventures of Winnie the Pooh,102,221,Senior
2024-01-26,15:00:00,The Many Adventures of Winnie the Pooh,68,138,Teen
2024-01-26,16:00:00,The Many Adventures of Winnie the Pooh,108,183,Adult
2024-01-26,17:00:00,The Many Adventures of Winnie the Pooh,60,141,Adult
2024-01-26,18:00:00,The Many Adventures of Winnie the Pooh,101,251,Senior
2024-01-26,19:00:00,The Many Adventures of Winnie the Pooh,135,281,Adult
2024-01-26,20:00:00,The Many Adventures of Winnie the Pooh,17,80,Adult
2024-01-26,21:00:00,The Many Adventures of Winnie the Pooh,20,71,Senior
2024-01-26,22:00:00,The Many Adventures of Winnie the Pooh,34,87,Child
2024-01-26,09:00:00,Peter Pan's Flight,24,110,Teen
2024-01-26,10:00:00,Peter Pan's Flight,24,56,Senior
2024-01-26,11:00:00,Peter Pan's Flight,27,71,Senior
2024-01-26,12:00:00,Peter Pan's Flight,14,68,Child
2024-01-26,13:00:00,Peter Pan's Flight,148,246,Child
2024-01-26,14:00:00,Peter Pan's Flight,45,148,Senior
2024-01-26,15:00:00,Peter Pan's Flight,78,180,Teen
2024-01-26,16:00:00,Peter Pan's Flight,107,205,Teen
2024-01-26,17:00:00,Peter Pan's Flight,95,205,Senior
2024-01-26,18:00:00,Peter Pan's Flight,153,288,Child
2024-01-26,19:00:00,Peter Pan's Flight,96,280,Teen
2024-01-26,20:00:00,Peter Pan's Flight,34,85,Senior
2024-01-26,21:00:00,Peter Pan's Flight,37,83,Adult
2024-01-26,22:00:00,Peter Pan's Flight,30,61,Adult
2024-01-26,09:00:00,Prince Charming's Regal Carrousel,33,119,Adult
2024-01-26,10:00:00,Prince Charming's Regal Carrousel,19,111,Teen
2024-01-26,11:00:00,Prince Charming's Regal Carrousel,34,85,Adult
2024-01-26,12:00:00,Prince Charming's Regal Carrousel,19,78,Adult
2024-01-26,13:00:00,Prince Charming's Regal Carrousel,101,280,Senior
2024-01-26,14:00:00,Prince Charming's Regal Carrousel,82,181,Adult
2024-01-26,15:00:00,Prince Charming's Regal Carrousel,144,243,Adult
2024-01-26,16:00:00,Prince Charming's Regal Carrousel,58,173,Senior
2024-01-26,17:00:00,Prince Charming's Regal Carrousel,113,201,Adult
2024-01-26,18:00:00,Prince Charming's Regal Carrousel,164,297,Teen
2024-01-26,19:00:00,Prince Charming's Regal Carrousel,54,174,Adult
2024-01-26,20:00:00,Prince Charming's Regal Carrousel,24,95,Adult
2024-01-26,21:00:00,Prince Charming's Regal Carrousel,29,78,Senior
2024-01-26,22:00:00,Prince Charming's Regal Carrousel,21,63,Adult
2024-01-26,09:00:00,Princess Fairytale Hall,11,84,Child
2024-01-26,10:00:00,Princess Fairytale Hall,16,80,Child
2024-01-26,11:00:00,Princess Fairytale Hall,23,117,Teen
2024-01-26,12:00:00,Princess Fairytale Hall,7,56,Senior
2024-01-26,13:00:00,Princess Fairytale Hall,96,184,Senior
2024-01-26,14:00:00,Princess Fairytale Hall,64,125,Teen
2024-01-26,15:00:00,Princess Fairytale Hall,61,101,Teen
2024-01-26,16:00:00,Princess Fairytale Hall,102,204,Senior
2024-01-26,17:00:00,Princess Fairytale Hall,111,222,Teen
2024-01-26,18:00:00,Princess Fairytale Hall,176,293,Adult
2024-01-26,19:00:00,Princess Fairytale Hall,71,182,Child
2024-01-26,20:00:00,Princess Fairytale Hall,25,99,Teen
2024-01-26,21:00:00,Princess Fairytale Hall,19,84,Teen
2024-01-26,22:00:00,Princess Fairytale Hall,24,76,Child
2024-01-26,09:00:00,Seven Dwarfs Mine Train,36,100,Teen
2024-01-26,10:00:00,Seven Dwarfs Mine Train,7,87,Child
2024-01-26,11:00:00,Seven Dwarfs Mine Train,37,88,Child
2024-01-26,12:00:00,Seven Dwarfs Mine Train,22,92,Senior
2024-01-26,13:00:00,Seven Dwarfs Mine Train,125,264,Senior
2024-01-26,14:00:00,Seven Dwarfs Mine Train,77,134,Senior
2024-01-26,15:00:00,Seven Dwarfs Mine Train,61,169,Child
2024-01-26,16:00:00,Seven Dwarfs Mine Train,65,184,Senior
2024-01-26,17:00:00,Seven Dwarfs Mine Train,101,265,Teen
2024-01-26,18:00:00,Seven Dwarfs Mine Train,55,103,Adult
2024-01-26,19:00:00,Seven Dwarfs Mine Train,84,175,Teen
2024-01-26,20:00:00,Seven Dwarfs Mine Train,28,61,Senior
2024-01-26,21:00:00,Seven Dwarfs Mine Train,33,82,Child
2024-01-26,22:00:00,Seven Dwarfs Mine Train,20,75,Teen
2024-01-26,09:00:00,Under the Sea: Journey of the Little Mermaid,24,67,Adult
2024-01-26,10:00:00,Under the Sea: Journey of the Little Mermaid,5,81,Adult
2024-01-26,11:00:00,Under the Sea: Journey of the Little Mermaid,20,99,Senior
2024-01-26,12:00:00,Under the Sea: Journey of the Little Mermaid,22,84,Adult
2024-01-26,13:00:00,Under the Sea: Journey of the Little Mermaid,132,249,Child
2024-01-26,14:00:00,Under the Sea: Journey of the Little Mermaid,83,166,Adult
2024-01-26,15:00:00,Under the Sea: Journey of the Little Mermaid,103,277,Child
2024-01-26,16:00:00,Under the Sea: Journey of the Little Mermaid,90,270,Senior
2024-01-26,17:00:00,Under the Sea: Journey of the Little Mermaid,63,178,Senior
2024-01-26,18:00:00,Under the Sea: Journey of the Little Mermaid,127,275,Adult
2024-01-26,19:00:00,Under the Sea: Journey of the Little Mermaid,92,276,Adult
2024-01-26,20:00:00,Under the Sea: Journey of the Little Mermaid,25,73,Teen
2024-01-26,21:00:00,Under the Sea: Journey of the Little Mermaid,29,58,Teen
2024-01-26,22:00:00,Under the Sea: Journey of the Little Mermaid,34,79,Senior
2024-01-26,09:00:00,Frontierland,42,120,Teen
2024-01-26,10:00:00,Frontierland,35,81,Child
2024-01-26,11:00:00,Frontierland,39,117,Adult
2024-01-26,12:00:00,Frontierland,25,59,Child
2024-01-26,13:00:00,Frontierland,65,115,Teen
